Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
scott-gusso,3 - Course - Topic : Fill Buckets,Any additions or changes to insert as youâ€™ve become more self-aware?,Testing 4/3,0.25,1.00,0.00,0.25,0.50,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,3 - Course - Topic : Fill Buckets,What changes do you want to make in your life to achieve and sustain a â€œfuller bucketâ€ every day?,Testing 4/3,0.25,1.00,0.00,0.25,0.50,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,3 - Course - Topic : Fill Buckets,Rate your current ability to â€œFill Your Bucketâ€ 1-5 (5 highest).,4,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,3 - Course - Topic : Fill Buckets Transform,Do those things still resonate or hold true with you today?,fill-buckets-transform,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,3 - Course - Topic : Fill Buckets Transform,Any additions or changes to insert as youâ€™ve become more self-aware?,fill-buckets-transform,0.25,1.00,0.00,0.25,0.50,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,3 - Course - Topic : Fill Buckets Transform,What changes do you want to make in your life to achieve and sustain a â€œfuller bucketâ€ every day?,fill-buckets-transform,0.25,1.00,0.00,0.25,0.50,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Drive Growth; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,3 - Course - Topic : Fill Buckets Transform,Rate your current ability to â€œFill Your Bucketâ€ 1-5 (5 highest).,5,0.25,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment"
scott-gusso,3 - Course - Topic : Bidirectionality Transform,Do you listen with intention? What specific actions are you taking to ensure youâ€™re actively listening?,-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,1.00,0.25,1.00,Secondary: Be Intentional,"Primary: Communication, Execution; Secondary: Alignment; Tertiary: Accountability, Leadership"
scott-gusso,3 - Course - Topic : Bidirectionality Transform,How do you both teach and learn from your peers?,-,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.25,0.25,Secondary: Drive Growth,"Secondary: Alignment; Tertiary: Leadership, Execution"
scott-gusso,3 - Course - Topic : Bidirectionality Transform,Rate your current ability to apply the concept of bidirectionality. 1-5 (5 highest).,-,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.50,Secondary: Drive Growth,"Secondary: Alignment, Execution"
scott-gusso,3 - Course - Topic : Bidirectionality Transform,"Step outside your comfort zone by intentionally shifting roles in a familiar dynamic. Identify a colleague or peer with whom you typically teach or learn from, and flip the scriptâ€”challenge yourself to take on the opposite role. Consider guiding someone who usually mentors you or becoming a student to someone you typically coach",-,0.00,0.25,0.50,1.00,0.50,0.50,0.50,0.00,1.00,0.25,"Primary: Foster Grit; Secondary: Be Intentional, Drive Growth; Tertiary: Fill Buckets","Primary: Leadership; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,3 - Tools : Sustain - Cognitive Check In Worksheet,Activity:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,3 - Tools : Sustain - Cognitive Check In Worksheet,Physical or Mental Response:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,3 - Tools : Sustain - Cognitive Check In Worksheet,Reflection:,Testing 4/21,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,3 - Tools : Transform - Cognitive Check In Worksheet,Activity:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,3 - Tools : Transform - Cognitive Check In Worksheet,Physical or Mental Response:,Testing 4/21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,Tertiary: Get Real,"Secondary: Execution; Tertiary: Communication, Leadership"
scott-gusso,3 - Tools : Transform - Cognitive Check In Worksheet,Reflection:,Testing 4/21,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,3 - Course - Topic : Bidirectionality (1),Do you listen with intention? What specific actions are you taking to ensure youâ€™re actively listening?,Testing 7/23,0.00,0.00,0.50,0.00,0.00,0.50,0.25,1.00,0.25,1.00,Secondary: Be Intentional,"Primary: Communication, Execution; Secondary: Alignment; Tertiary: Accountability, Leadership"
scott-gusso,3 - Course - Topic : Bidirectionality (1),How do you show your team members that they have a voice and that it matters.,Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,0.50,0.00,Tertiary: Get Real,"Secondary: Alignment, Leadership; Tertiary: Communication"
scott-gusso,3 - Course - Topic : Bidirectionality (1),Describe how you involve team members with decision-making processes?,Testing 7/23,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.00,1.00,1.00,Secondary: Be Intentional,"Primary: Leadership, Execution; Secondary: Alignment; Tertiary: Accountability"
scott-gusso,3 - Course - Topic : Bidirectionality (1),Rate your current ability to apply the concept of bidirectionality. 1-5 (5 highest).,4,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.50,Secondary: Drive Growth,"Secondary: Alignment, Execution"
scott-gusso,3 - Course - Topic : Bidirectionality (1),"Include a debriefing session after your next project meeting by completing a Start, Stop, Continue exercise. Having a completed RACI chart could help frame the discussion. Use this session to discuss what worked well, areas for improvement, and insights gained from the collaborative process, fostering a culture of continuous learning.",Testing 7/23,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.50,1.00,Secondary: Drive Growth,"Primary: Alignment, Execution; Secondary: Leadership"
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),Members of your team,Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,1.00,0.50,Tertiary: Get Real,"Primary: Leadership; Secondary: Alignment, Execution; Tertiary: Communication"
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),Members of your department (bigger sphere of influence beyond your team),Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.50,0.00,0.25,1.00,0.50,Tertiary: Get Real,"Primary: Leadership; Secondary: Alignment, Execution; Tertiary: Communication"
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),Your supervisor,Testing 7/23,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,1.00,0.50,Tertiary: Get Real,Primary: Leadership; Secondary: Execution; Tertiary: Communication
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),"Do you or members of your team express attitudes or behaviors which focus more on negativity, entitlement, or dissatisfaction? Here are some common opposites of gratitude.",-,0.00,0.00,0.50,0.00,0.00,0.50,0.25,0.50,1.00,1.00,Secondary: Be Intentional,"Primary: Leadership, Execution; Secondary: Alignment, Communication; Tertiary: Accountability"
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),Rate your current ability to integrate and leverage 360-degree feedback to drive your leadership growth. 1-5 (5 highest).,4,0.50,0.00,0.25,0.25,1.00,0.50,0.00,1.00,1.00,0.50,"Primary: Drive Growth; Secondary: Get Real; Tertiary: Be Intentional, Foster Grit","Primary: Communication, Leadership; Secondary: Alignment, Execution"
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),Rate your current ability to integrate and leverage 360-degree feedback to enhance individual and team performance. 1-5 (5 highest).,4,0.50,0.00,0.00,0.00,0.00,0.50,0.00,1.00,1.00,0.50,Secondary: Get Real,"Primary: Communication, Leadership; Secondary: Alignment, Execution"
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),Identify if your HR department/representative has any information or capacity to support operationalizing a â€œ360 assessment.â€,Testing 7/23,0.00,0.50,0.00,0.00,0.00,0.25,0.25,0.25,1.00,0.50,Secondary: Fill Buckets,"Primary: Leadership; Secondary: Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,3 - Course - Topic : 360 Performance Reviews (1),"Review the Fusion 360 Degree Assessment Template and then discuss what implementing this type of assessment would look like with your team including categories for review, expectations, support and the feedback/review process.",Testing 7/23,0.50,0.50,0.00,0.00,0.00,0.50,0.50,1.00,1.00,1.00,"Secondary: Get Real, Fill Buckets","Primary: Communication, Leadership, Execution; Secondary: Alignment, Accountability"
scott-gusso,3 - Revitalize - Social Connection,Core values,-,0.50,1.00,0.00,0.25,0.00,1.00,0.50,0.50,0.25,0.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Primary: Alignment; Secondary: Accountability, Communication; Tertiary: Leadership"
scott-gusso,4 - LMS Page 18,When does a social connection become valuable or beneficial?,ction be,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication"
scott-gusso,4 - LMS Page 18,Is there a threshold of intimacy or closeness that is required?,ction be,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,4 - LMS Page 18,How do social connections or relationships across your social networks/groups benefit you in different ways?,ction be,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.00,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication"
scott-gusso,4 - Course - Topic : Foster Grit,Complete the Grit Scale questionnaire to gain self-awareness for your level of passion and perseverance. Do you agree with the results? Submit a few key points of your reflection here.,Testing 7/23,1.00,0.25,0.25,1.00,0.25,0.50,0.50,0.50,0.50,0.50,"Primary: Get Real, Foster Grit; Tertiary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Alignment, Accountability, Communication, Leadership, Execution"
scott-gusso,4 - Course - Topic : Foster Grit,Rate your current ability to â€œFoster Gritâ€ 1-5 (5 highest) in your life.,4,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Foster Grit,What was your original plan? (Optional),Testing 7/23,0.00,0.25,0.50,1.00,0.25,0.50,0.50,0.00,0.25,0.25,"Primary: Foster Grit; Secondary: Be Intentional; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,4 - Course - Topic : Foster Grit,What did not work? (Optional),Testing 7/23,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Foster Grit,How did you resolve it? (Optional),Testing 7/23Testing 7/23,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Foster Grit,What could be done differently in the future? (Optional),vTesting 7/23,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Foster Grit Transform,Complete the Grit Scale questionnaire to gain self-awareness for your level of passion and perseverance. Do you agree with the results? Submit a few key points of your reflection here.,foster-grit-transform/,1.00,0.25,0.25,1.00,0.25,0.50,0.50,0.50,0.50,0.50,"Primary: Get Real, Foster Grit; Tertiary: Fill Buckets, Be Intentional, Drive Growth","Secondary: Alignment, Accountability, Communication, Leadership, Execution"
scott-gusso,4 - Course - Topic : Foster Grit Transform,Rate your current ability to â€œFoster Gritâ€ 1-5 (5 highest) in your life.,5,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Foster Grit Transform,What was your original plan? (Optional),foster-grit-transform/,0.00,0.25,0.50,1.00,0.25,0.50,0.50,0.00,0.25,0.25,"Primary: Foster Grit; Secondary: Be Intentional; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,4 - Course - Topic : Foster Grit Transform,What did not work? (Optional),foster-grit-transform/,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Foster Grit Transform,How did you resolve it? (Optional),foster-grit-transform/,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Foster Grit Transform,What could be done differently in the future? (Optional),foster-grit-transform/,0.00,0.25,0.00,1.00,0.25,0.50,0.50,0.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,4 - Course - Topic : Performance Improvement Plans,Are you currently using a PIP process and is it aligned with your organizationâ€™s required or recommended procedures/SOPâ€™s?,Testing 7/24,0.00,0.00,0.50,0.25,1.00,1.00,1.00,0.00,0.25,1.00,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Primary: Alignment, Accountability, Execution; Tertiary: Leadership"
scott-gusso,4 - Course - Topic : Performance Improvement Plans,Has it been successful?,Testing 7/24,0.00,0.00,0.50,0.25,1.00,0.50,1.00,0.00,0.25,0.50,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Primary: Accountability; Secondary: Alignment, Execution; Tertiary: Leadership"
scott-gusso,4 - Course - Topic : Performance Improvement Plans,What improvements could be made?,Testing 7/24,0.00,0.00,0.50,0.25,1.00,0.50,1.00,0.00,0.25,0.50,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Primary: Accountability; Secondary: Alignment, Execution; Tertiary: Leadership"
scott-gusso,4 - Course - Topic : Performance Improvement Plans,Rate your current ability to facilitate effective Performance Improvement Plans. 1-5 (5 highest),4,0.00,0.00,0.50,0.25,1.00,0.50,1.00,0.00,0.25,0.50,Primary: Drive Growth; Secondary: Be Intentional; Tertiary: Foster Grit,"Primary: Accountability; Secondary: Alignment, Execution; Tertiary: Leadership"
scott-gusso,4 - Course - Topic : Performance Improvement Plans,Prepare a strategy/plan with a few steps to take the next time you are faced with a situation where you need to leverage adaptability and adjust your approach.,-,0.00,0.25,0.50,1.00,1.00,0.50,1.00,0.00,0.25,0.50,"Primary: Foster Grit, Drive Growth; Secondary: Be Intentional; Tertiary: Fill Buckets","Primary: Accountability; Secondary: Alignment, Execution; Tertiary: Leadership"
